transaction_text,amount,amount_log,amount_bucket,payment_method,transaction_type,category
Swiggy UPI/Paytm/Swiggy,483.02,6.182126228176938,Small,Upi,Debit,Food
Nature's Basket UPI/DR/306978174/Nature's Basket,349.21,5.858532974555427,Small,Upi,Debit,Groceries
Cafe Coffee Day Debit Card Cafe Coffee Day,1274.53,7.151117057493432,Medium,Debit Card,Debit,Food
Swiggy UPI/Paytm/Swiggy,551.79,6.314978182564803,Small,Upi,Debit,Food
Zepto UPI/DR/168006560/Zepto,300.0,5.707110264748875,Small,Upi,Debit,Groceries
Reliance Fresh UPI/DR/802867083/Reliance Fresh,2928.96,7.982744050040792,Large,Upi,Debit,Groceries
Zomato POS Purchase Zomato,324.23,5.78453262434131,Small,Credit Card,Debit,Food
HP Gas UPI/HP Gas,427.33,6.059893926529762,Small,Upi,Debit,Bills
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,1171.22,7.066654665831599,Medium,Upi,Debit,Food
Reliance Fresh UPI/DR/359779054/Reliance Fresh,300.0,5.707110264748875,Small,Upi,Debit,Groceries
Domino's India UPI/Paytm/Domino's India,152.9,5.0363030408448335,Small,Upi,Debit,Food
Airtel Net Banking Payment Airtel,1105.61,7.009056567112136,Medium,Net Banking,Debit,Bills
Street Vendor UPI/Street Vendor,61.72,4.138680376042152,Small,Upi,Debit,Other
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,7286.14,8.893866429781598,Large,Auto Debit,Debit,Bills
Chaayos UPI/Paytm/Chaayos,728.78,6.5927431188584,Medium,Upi,Debit,Food
Unknown Merchant Debit Card Unknown Merchant,451.42,6.11461095192969,Small,Debit Card,Debit,Other
Zepto UPI/DR/306938058/Zepto,1085.95,6.991130887903188,Medium,Upi,Debit,Groceries
BPCL UPI/BPCL,2784.02,7.932010333664144,Large,Upi,Debit,Fuel
Local Hardware Store Cash Withdrawal ATM,96.86,4.583537885860977,Small,Cash Withdrawal,Debit,Miscellaneous
BigBasket Debit Card BigBasket,926.74,6.832751521116784,Medium,Debit Card,Debit,Groceries
Local Store UPI/Local Store,2433.13,7.797344682145859,Medium,Upi,Debit,Other
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2941.95,7.987167758622619,Large,Auto Debit,Debit,Bills
Bakery UPI/Bakery,355.49,5.8763061889700445,Small,Upi,Debit,Other
Jio Net Banking Payment Jio,9054.4,9.111116543831082,Large,Net Banking,Debit,Bills
Jio UPI/Jio,318.0,5.765191102784844,Small,Upi,Debit,Bills
Indian Oil UPI/Indian Oil,2499.92,7.824413943160899,Medium,Upi,Debit,Fuel
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3527.9,8.168741486634506,Large,Auto Debit,Debit,Bills
BEST UPI/BEST,1210.5,7.099614540256581,Medium,Upi,Debit,Bills
Tailor UPI/Tailor,1328.54,7.192588296729169,Medium,Upi,Debit,Other
Spotify Auto Debit Spotify Subscription,343.94,5.843370488863255,Small,Auto Debit,Debit,Subscription
Fruit Vendor UPI/Fruit Vendor,358.14,5.883712284613752,Small,Upi,Debit,Other
DMart UPI/DR/937252824/DMart,1213.3,7.101923058059773,Medium,Upi,Debit,Groceries
Jio Fiber UPI/Jio Fiber,2315.5,7.747812704856703,Medium,Upi,Debit,Bills
Barbeque Nation Debit Card Barbeque Nation,687.91,6.5351106383887005,Medium,Debit Card,Debit,Food
Flower Shop UPI/Flower Shop,371.02,5.918947616268805,Small,Upi,Debit,Other
Blinkit UPI/DR/304632391/Blinkit,1652.68,7.410758386490981,Medium,Upi,Debit,Groceries
Flipkart Debit Card Flipkart,485.28,6.186784589687593,Small,Debit Card,Debit,Shopping
HDFC Ergo Net Banking Payment HDFC Ergo Insurance Premium,8337.12,9.028593050277692,Large,Net Banking,Debit,Insurance
Local Wine & Beer Shop Debit Card Local Wine & Beer Shop,116.0,4.762173934797756,Small,Debit Card,Debit,Food
Indian Oil Debit Card Indian Oil,2364.91,7.768918004930643,Medium,Debit Card,Debit,Fuel
Nature's Basket UPI/DR/253235987/Nature's Basket,300.0,5.707110264748875,Small,Upi,Debit,Groceries
HP Gas Auto Debit HP Gas,403.59,6.002874208659545,Small,Auto Debit,Debit,Bills
DMart UPI/DR/811335671/DMart,951.37,6.8589536147465795,Medium,Upi,Debit,Groceries
Ola UPI/Ola,372.22,5.922168058105326,Small,Upi,Debit,Miscellaneous
BigBasket UPI/DR/921921869/BigBasket,567.66,6.34328271598537,Small,Upi,Debit,Groceries
Myntra POS Purchase Myntra,411.52,6.0222846894478685,Small,Credit Card,Debit,Shopping
Zomato Debit Card Zomato,399.09,5.9916895217992785,Small,Debit Card,Debit,Food
House Rent Payment IMPS Rent Payment,36295.24,10.499469433620815,Large,Imps,Debit,Rent
Jio Fiber Auto Debit Jio Fiber,1831.51,7.513441890771838,Medium,Auto Debit,Debit,Bills
EatClub UPI/Paytm/EatClub,685.65,6.531824700976291,Medium,Upi,Debit,Food
BigBasket UPI/DR/140118673/BigBasket,721.38,6.5825513162267235,Medium,Upi,Debit,Groceries
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,1981.5,7.592113953509003,Medium,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5290.63,8.573881605934918,Large,Net Banking,Debit,Bills
Domino's India POS Purchase Domino's India,225.85,5.424289006109973,Small,Credit Card,Debit,Food
BEST Net Banking Payment BEST,3514.28,8.164874459678162,Large,Net Banking,Debit,Bills
Local Wine & Beer Shop Debit Card Local Wine & Beer Shop,1613.93,7.387046891064143,Medium,Debit Card,Debit,Food
Amazon India POS Purchase Amazon India,3517.35,8.165747408694518,Large,Credit Card,Debit,Shopping
General Store UPI/General Store,593.0,6.386879319362645,Small,Upi,Debit,Other
Flipkart UPI Payment Flipkart,288.0,5.666426688112432,Small,Upi,Debit,Shopping
Municipal Water Department Net Banking Payment Municipal Water Department,718.0,6.577861357721047,Medium,Net Banking,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2503.66,7.825908275764099,Medium,Auto Debit,Debit,Bills
Credit Card Bill Payment UPI/Credit Card Bill Payment,3507.04,8.162812755935617,Large,Upi,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,6221.93,8.735996135912027,Large,Auto Debit,Debit,Bills
Employer Salary Credit NEFT Salary Credit,55998.36,10.93309554108055,Large,Neft,Credit,Salary
Amazon Prime Auto Debit Amazon Prime Subscription,149.0,5.0106352940962555,Small,Auto Debit,Debit,Subscription
Naturals Salon UPI/Naturals Salon,4640.69,8.442833803044723,Large,Upi,Debit,Miscellaneous
Employer Salary Credit NEFT Salary Credit,62172.08,11.03767738761578,Large,Neft,Credit,Salary
Airtel Net Banking Payment Airtel,1060.74,6.96766435073603,Medium,Net Banking,Debit,Bills
Chaayos UPI/Paytm/Chaayos,116.0,4.762173934797756,Small,Upi,Debit,Food
Jio Auto Debit Jio,2724.38,7.9103631469164455,Large,Auto Debit,Debit,Bills
HPCL UPI/HPCL,2424.69,7.793871298981344,Medium,Upi,Debit,Fuel
Rapido POS Purchase Rapido,3475.39,8.153749678020219,Large,Credit Card,Debit,Miscellaneous
Zepto UPI/DR/977357994/Zepto,1932.15,7.566906075783774,Medium,Upi,Debit,Groceries
Home Depot India UPI/Home Depot India,453.14,6.118405520549131,Small,Upi,Debit,Miscellaneous
Third Wave Coffee UPI/Paytm/Third Wave Coffee,908.73,6.8131478521890605,Medium,Upi,Debit,Food
Bharat Gas Auto Debit Bharat Gas,1662.79,7.416853411493944,Medium,Auto Debit,Debit,Bills
BigBasket Debit Card BigBasket,1407.74,7.250450966837221,Medium,Debit Card,Debit,Groceries
BookMyShow Debit Card BookMyShow,547.9,6.3079162755558436,Small,Debit Card,Debit,Entertainment
Kirana Shop UPI/Kirana Shop,2273.6,7.7295594917503445,Medium,Upi,Debit,Other
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,187.0,5.236441962829949,Small,Auto Debit,Debit,Bills
House Rent Payment IMPS Rent Payment,7715.14,8.951069517977139,Large,Imps,Debit,Rent
Local Wine & Beer Shop UPI/Paytm/Local Wine & Beer Shop,263.8,5.578974824062853,Small,Upi,Debit,Food
Myntra POS Purchase Myntra,288.0,5.666426688112432,Small,Credit Card,Debit,Shopping
Myntra POS Purchase Myntra,288.0,5.666426688112432,Small,Credit Card,Debit,Shopping
BigBasket POS Purchase BigBasket,1330.86,7.1943317404713,Medium,Credit Card,Debit,Groceries
Airtel Net Banking Payment Airtel,2385.84,7.777725594347787,Medium,Net Banking,Debit,Bills
Flipkart POS Purchase Flipkart,405.6,6.007829901194246,Small,Credit Card,Debit,Shopping
Tata Play UPI/Tata Play,333.18,5.8116797699659974,Small,Upi,Debit,Subscription
Zomato UPI/Paytm/Zomato,746.46,6.616680792127354,Medium,Upi,Debit,Food
HDFC Ergo Auto Debit HDFC Ergo Insurance Premium,8829.58,9.085975976605043,Large,Auto Debit,Debit,Insurance
Ajio Debit Card Ajio,288.0,5.666426688112432,Small,Debit Card,Debit,Shopping
Local Services UPI/Local Services,902.64,6.806431050989022,Medium,Upi,Debit,Other
BEST Net Banking Payment BEST,2170.57,7.683205687237033,Medium,Net Banking,Debit,Bills
DMart Debit Card DMart,683.58,6.528805511529701,Medium,Debit Card,Debit,Groceries
HPCL UPI/HPCL,2587.4,7.858795203183111,Medium,Upi,Debit,Fuel
Faasos UPI/Paytm/Faasos,1094.2,6.998692273974239,Medium,Upi,Debit,Food
Cafe Coffee Day UPI/Paytm/Cafe Coffee Day,116.0,4.762173934797756,Small,Upi,Debit,Food
DMart Debit Card DMart,853.73,6.75078562959108,Medium,Debit Card,Debit,Groceries
House Rent Payment IMPS Rent Payment,8178.67,9.009407086484732,Large,Imps,Debit,Rent
McDonald's India UPI/Paytm/McDonald's India,116.0,4.762173934797756,Small,Upi,Debit,Food
Nykaa UPI Payment Nykaa,288.0,5.666426688112432,Small,Upi,Debit,Shopping
BEST Auto Debit BEST,327.75,5.795297583491974,Small,Auto Debit,Debit,Bills
Adani Electricity Auto Debit Adani Electricity,1550.28,7.346835675574362,Medium,Auto Debit,Debit,Bills
McDonald's India POS Purchase McDonald's India,534.01,6.282285438310106,Small,Credit Card,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,6614.26,8.797134380387384,Large,Auto Debit,Debit,Bills
BEST Auto Debit BEST,7639.04,8.941158117748955,Large,Auto Debit,Debit,Bills
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,5381.68,8.590941670388599,Large,Net Banking,Debit,Bills
BEST Net Banking Payment BEST,1114.28,7.016860773444833,Medium,Net Banking,Debit,Bills
Blinkit UPI/DR/688078280/Blinkit,1190.69,7.083127746687885,Medium,Upi,Debit,Groceries
LIC Auto Debit LIC Insurance Premium,8405.16,9.036720049407235,Large,Auto Debit,Debit,Insurance
Reliance Fresh UPI/DR/146325879/Reliance Fresh,677.75,6.520252871248145,Medium,Upi,Debit,Groceries
BookMyShow Debit Card BookMyShow,326.07,5.79017421526641,Small,Debit Card,Debit,Entertainment
BPCL UPI/BPCL,1757.97,7.472483689447149,Medium,Upi,Debit,Fuel
BEST Auto Debit BEST,1648.91,7.408476019952423,Medium,Auto Debit,Debit,Bills
HP Gas Net Banking Payment HP Gas,3410.97,8.135045116075846,Large,Net Banking,Debit,Bills
Zepto Debit Card Zepto,300.0,5.707110264748875,Small,Debit Card,Debit,Groceries
Zepto UPI/DR/161877074/Zepto,699.19,6.551351726784763,Medium,Upi,Debit,Groceries
Domino's India UPI/Paytm/Domino's India,156.26,5.05790048656337,Small,Upi,Debit,Food
The Beer Cafe UPI/Paytm/The Beer Cafe,394.12,5.97918951623237,Small,Upi,Debit,Food
DMart Debit Card DMart,1101.76,7.005571407182428,Medium,Debit Card,Debit,Groceries
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,341.39,5.835950438233619,Small,Net Banking,Debit,Bills
Ola UPI/Ola,60.0,4.110873864173311,Small,Upi,Debit,Miscellaneous
Indian Oil UPI/Indian Oil,2947.67,7.989109500213966,Large,Upi,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,656.96,6.489144139203957,Small,Net Banking,Debit,Bills
Indane Gas UPI/Indane Gas,1399.12,7.244313226215804,Medium,Upi,Debit,Bills
Starbucks India UPI/Paytm/Starbucks India,354.1,5.872399439949042,Small,Upi,Debit,Food
McDonald's India UPI/Paytm/McDonald's India,116.0,4.762173934797756,Small,Upi,Debit,Food
House Rent Payment IMPS Rent Payment,7870.76,8.971036950462448,Large,Imps,Debit,Rent
Rapido Debit Card Rapido,1400.09,7.245005784102411,Medium,Debit Card,Debit,Miscellaneous
Indian Oil UPI/Indian Oil,4110.45,8.321531043325209,Large,Upi,Debit,Fuel
HDFC Ergo Auto Debit HDFC Ergo Insurance Premium,8629.73,9.06308436914432,Large,Auto Debit,Debit,Insurance
Reliance Fresh UPI/DR/218574293/Reliance Fresh,300.0,5.707110264748875,Small,Upi,Debit,Groceries
Bakery UPI/Bakery,356.79,5.879946222109427,Small,Upi,Debit,Other
Local Store UPI/Local Store,2303.89,7.742788231949269,Medium,Upi,Debit,Other
Indian Oil UPI/Indian Oil,4380.55,8.38515782204782,Large,Upi,Debit,Fuel
Reliance Fresh Debit Card Reliance Fresh,1268.01,7.145992347903985,Medium,Debit Card,Debit,Groceries
Cafe Coffee Day POS Purchase Cafe Coffee Day,566.42,6.341099770255476,Small,Credit Card,Debit,Food
Spotify Auto Debit Spotify Subscription,149.0,5.0106352940962555,Small,Auto Debit,Debit,Subscription
House Rent Payment NEFT Rent Payment,7807.94,8.963024510190975,Large,Neft,Debit,Rent
Myntra POS Purchase Myntra,1052.31,6.959692865768757,Medium,Credit Card,Debit,Shopping
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2149.2,7.673316140051128,Medium,Auto Debit,Debit,Bills
Municipal Water Department Auto Debit Municipal Water Department,527.24,6.269550725886316,Small,Auto Debit,Debit,Bills
Rapido POS Purchase Rapido,277.54,5.629561675624946,Small,Credit Card,Debit,Miscellaneous
McDonald's India UPI/Paytm/McDonald's India,549.8,6.311371766854499,Small,Upi,Debit,Food
McDonald's India POS Purchase McDonald's India,1330.85,7.194324232146445,Medium,Credit Card,Debit,Food
Amazon India Debit Card Amazon India,288.0,5.666426688112432,Small,Debit Card,Debit,Shopping
BookMyShow Debit Card BookMyShow,383.96,5.953139432786314,Small,Debit Card,Debit,Entertainment
Ajio POS Purchase Ajio,1765.9,7.476981877622604,Medium,Credit Card,Debit,Shopping
Swiggy POS Purchase Swiggy,817.66,6.7076688572432905,Medium,Credit Card,Debit,Food
Barbeque Nation Debit Card Barbeque Nation,579.29,6.363527978582116,Small,Debit Card,Debit,Food
EatClub Debit Card EatClub,359.85,5.888462359518282,Small,Debit Card,Debit,Food
Jio Fiber UPI/Jio Fiber,2711.69,7.905696041478552,Large,Upi,Debit,Bills
Blinkit UPI/DR/221265692/Blinkit,503.83,6.224221738938162,Small,Upi,Debit,Groceries
Indian Oil Debit Card Indian Oil,2476.33,7.814936646291828,Medium,Debit Card,Debit,Fuel
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,874.81,6.775149172434105,Medium,Net Banking,Debit,Bills
Fruit Vendor UPI/Fruit Vendor,132.27,4.892377145591635,Small,Upi,Debit,Other
BookMyShow UPI Payment BookMyShow,263.12,5.576403545326371,Small,Upi,Debit,Entertainment
Local Services Debit Card Local Services,2037.32,7.619881218139864,Medium,Debit Card,Debit,Other
Swiggy POS Purchase Swiggy,513.11,6.242437250340868,Small,Credit Card,Debit,Food
Flipkart Debit Card Flipkart,3206.47,8.07323774336733,Large,Debit Card,Debit,Shopping
Amazon India UPI Payment Amazon India,697.32,6.548677450427094,Medium,Upi,Debit,Shopping
Street Vendor UPI/Street Vendor,58.19,4.080752608702634,Small,Upi,Debit,Other
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,9824.77,9.192763805167848,Large,Auto Debit,Debit,Bills
Toit Brewpub UPI/Paytm/Toit Brewpub,1343.09,7.203472483126801,Medium,Upi,Debit,Food
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,3252.37,8.08744666116732,Large,Auto Debit,Debit,Bills
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2214.49,7.703228876975555,Medium,Auto Debit,Debit,Bills
Zepto UPI/DR/320648482/Zepto,894.72,6.797627864136631,Medium,Upi,Debit,Groceries
General Store UPI/General Store,809.51,6.697663679162542,Medium,Upi,Debit,Other
BigBasket Debit Card BigBasket,395.39,5.982398575094235,Small,Debit Card,Debit,Groceries
Burger King POS Purchase Burger King,173.45,5.161638167632783,Small,Credit Card,Debit,Food
Ola Debit Card Ola,3049.47,8.02305095609018,Large,Debit Card,Debit,Miscellaneous
Zepto Debit Card Zepto,942.02,6.849087491316293,Medium,Debit Card,Debit,Groceries
Swiggy UPI/Paytm/Swiggy,388.27,5.964273190254786,Small,Upi,Debit,Food
BigBasket UPI/DR/966878665/BigBasket,889.23,6.7914798563059815,Medium,Upi,Debit,Groceries
HP Gas Auto Debit HP Gas,5131.85,8.543416339456515,Large,Auto Debit,Debit,Bills
Toit Brewpub UPI/Paytm/Toit Brewpub,586.43,6.375757089983345,Small,Upi,Debit,Food
Flipkart Debit Card Flipkart,288.0,5.666426688112432,Small,Debit Card,Debit,Shopping
Starbucks India UPI/Paytm/Starbucks India,284.72,5.6550123102867715,Small,Upi,Debit,Food
Amazon India POS Purchase Amazon India,802.39,6.68884027474789,Medium,Credit Card,Debit,Shopping
Employer Salary Credit NEFT Salary Credit,44019.33,10.692406851644812,Large,Neft,Credit,Salary
HDFC Ergo Auto Debit HDFC Ergo Insurance Premium,8317.03,9.026180726932564,Large,Auto Debit,Debit,Insurance
Zomato UPI/Paytm/Zomato,116.0,4.762173934797756,Small,Upi,Debit,Food
Fruit Vendor UPI/Fruit Vendor,51.68,3.9642358768750805,Small,Upi,Debit,Other
Flipkart UPI Payment Flipkart,11805.73,9.376424986855344,Large,Upi,Debit,Shopping
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,751.22,6.623028834355988,Medium,Auto Debit,Debit,Bills
Naturals Salon Debit Card Naturals Salon,273.07,5.613383548212584,Small,Debit Card,Debit,Miscellaneous
House Rent Payment NEFT Rent Payment,7969.53,8.983506268945924,Large,Neft,Debit,Rent
Credit Card Bill Payment Auto Debit Credit Card Bill Payment,2174.05,7.6848069317643,Medium,Auto Debit,Debit,Bills
Bharat Gas Auto Debit Bharat Gas,1424.23,7.2620884831873775,Medium,Auto Debit,Debit,Bills
DMart UPI/DR/961425250/DMart,795.92,6.680754297340623,Medium,Upi,Debit,Groceries
Chaayos POS Purchase Chaayos,1127.29,7.0284584912140495,Medium,Credit Card,Debit,Food
HPCL Debit Card HPCL,3998.7,8.293974637289386,Large,Debit Card,Debit,Fuel
McDonald's India UPI/Paytm/McDonald's India,384.47,5.954463368963499,Small,Upi,Debit,Food
The Beer Cafe UPI/Paytm/The Beer Cafe,190.58,5.255305475954746,Small,Upi,Debit,Food
Disney+ Hotstar Net Banking Payment Disney+ Hotstar,243.36,5.498642547781566,Small,Net Banking,Debit,Subscription
Airtel Net Banking Payment Airtel,4571.52,8.427819754230304,Large,Net Banking,Debit,Bills
Flipkart POS Purchase Flipkart,1338.16,7.199797830710881,Medium,Credit Card,Debit,Shopping
Adani Electricity Auto Debit Adani Electricity,4769.81,8.470271380786832,Large,Auto Debit,Debit,Bills
Amazon India POS Purchase Amazon India,614.11,6.421801113601274,Small,Credit Card,Debit,Shopping
Street Vendor UPI/Street Vendor,39.35,3.6975913947159578,Small,Upi,Debit,Other
Credit Card Bill Payment Net Banking Payment Credit Card Bill Payment,2200.54,7.69691239446068,Medium,Net Banking,Debit,Bills
Zepto UPI/DR/834834366/Zepto,2040.49,7.621435212388584,Medium,Upi,Debit,Groceries
Zomato UPI/Paytm/Zomato,1523.28,7.3292774464049675,Medium,Upi,Debit,Food
Indian Oil Debit Card Indian Oil,2918.02,7.97900322249217,Large,Debit Card,Debit,Fuel
Bharat Gas Auto Debit Bharat Gas,1336.99,7.19892376681869,Medium,Auto Debit,Debit,Bills
PharmEasy UPI/PharmEasy,1229.34,7.115045832932958,Medium,Upi,Debit,Miscellaneous
McDonald's India Debit Card McDonald's India,203.22,5.319197844127392,Small,Debit Card,Debit,Food
Myntra UPI Payment Myntra,824.5,6.715989263360183,Medium,Upi,Debit,Shopping
McDonald's India Debit Card McDonald's India,421.6,6.046426105181957,Small,Debit Card,Debit,Food
BookMyShow UPI Payment BookMyShow,200.42,5.305392280219999,Small,Upi,Debit,Entertainment
Airtel Net Banking Payment Airtel,983.11,6.891737679422258,Medium,Net Banking,Debit,Bills
Reliance Fresh Debit Card Reliance Fresh,974.66,6.883114165065686,Medium,Debit Card,Debit,Groceries
Dish TV Auto Debit Dish TV Subscription,226.62,5.427677571853744,Small,Auto Debit,Debit,Subscription
Cafe Coffee Day Debit Card Cafe Coffee Day,1891.1,7.545442602337715,Medium,Debit Card,Debit,Food
Myntra Debit Card Myntra,288.0,5.666426688112432,Small,Debit Card,Debit,Shopping
EatClub UPI/Paytm/EatClub,309.47,5.738087278348192,Small,Upi,Debit,Food
Meesho POS Purchase Meesho,803.32,6.689997199944266,Medium,Credit Card,Debit,Shopping
Lakme Salon Debit Card Lakme Salon,1371.98,7.224738839019488,Medium,Debit Card,Debit,Miscellaneous
Reliance Fresh Debit Card Reliance Fresh,753.39,6.625909475664054,Medium,Debit Card,Debit,Groceries
Tata Power Auto Debit Tata Power,4164.36,8.33455798543952,Large,Auto Debit,Debit,Bills
