merchant,amount,category
BookMyShow,252.07,Entertainment
House Rent Payment,8289.52,Rent
BSNL,534.97,Bills
Tata 1mg,60.0,Miscellaneous
KFC India,791.4,Food
Nature's Basket,300.0,Groceries
Credit Card Bill Payment,2139.49,Bills
Spotify,196.53,Subscription
Netflix,530.94,Subscription
Jio,762.82,Bills
Jio Fiber,2441.18,Bills
McDonald's India,225.81,Food
Swiggy,485.25,Food
Tata 1mg,889.47,Miscellaneous
Swiggy,893.09,Food
Credit Card Bill Payment,486.44,Bills
ICICI Lombard,8473.54,Insurance
Flipkart,288.0,Shopping
Myntra,2165.0,Shopping
Employer Salary Credit,33983.8,Salary
Credit Card Bill Payment,3122.66,Bills
Nature's Basket,300.0,Groceries
Chaayos,582.73,Food
Unknown Merchant,720.14,Other
Municipal Water Department,2082.75,Bills
Barbeque Nation,602.39,Food
Zepto,1414.28,Groceries
Tata Play,182.41,Subscription
Indian Oil,1793.82,Fuel
Credit Card Bill Payment,8265.34,Bills
Flower Shop,245.95,Other
Local Wine & Beer Shop,440.37,Food
Adani Electricity,2629.92,Bills
Blinkit,955.27,Groceries
Nature's Basket,1037.04,Groceries
Flower Shop,37.96,Other
Cafe Coffee Day,116.0,Food
Zepto,943.63,Groceries
Flower Shop,72.83,Other
Rapido,60.0,Miscellaneous
Burger King,293.47,Food
Cafe Coffee Day,959.68,Food
Domino's India,1354.39,Food
Blinkit,902.76,Groceries
Adani Electricity,4332.87,Bills
Municipal Water Department,841.11,Bills
Zomato,134.92,Food
Amazon India,539.44,Shopping
Credit Card Bill Payment,2975.46,Bills
Credit Card Bill Payment,2624.31,Bills
House Rent Payment,47647.26,Rent
Employer Salary Credit,45507.89,Salary
Chaayos,316.76,Food
Zomato,140.43,Food
PharmEasy,3115.38,Miscellaneous
Swiggy,347.57,Food
Nykaa,288.0,Shopping
Credit Card Bill Payment,1497.07,Bills
Airtel,1275.54,Bills
Mobile Repair,2452.73,Other
Barbeque Nation,620.15,Food
Third Wave Coffee,163.09,Food
BookMyShow,154.0,Entertainment
Uber,1498.7,Miscellaneous
Flipkart,1941.68,Shopping
Netflix,319.22,Subscription
BSNL,1839.87,Bills
Airtel,5789.19,Bills
BigBasket,1293.2,Groceries
Nature's Basket,690.02,Groceries
Cafe Coffee Day,1247.46,Food
Adani Electricity,1840.01,Bills
BigBasket,300.0,Groceries
Blinkit,525.77,Groceries
BPCL,3788.65,Fuel
Nykaa,1504.3,Shopping
HP Gas,2546.74,Bills
Swiggy,182.49,Food
Vegetable Market,572.38,Other
Zepto,1186.25,Groceries
Zomato,678.24,Food
Airtel,5915.83,Bills
Zepto,561.27,Groceries
Airtel,5317.58,Bills
EatClub,388.45,Food
BSNL,3169.36,Bills
PharmEasy,3342.03,Miscellaneous
Airtel,187.0,Bills
Airtel,2875.69,Bills
Indane Gas,4504.05,Bills
Swiggy,116.0,Food
Spotify,149.0,Subscription
Adani Electricity,8769.27,Bills
Local Services,1645.44,Other
Jio,719.84,Bills
Jio Fiber,1410.16,Bills
Swiggy,1207.05,Food
Indian Oil,2711.16,Fuel
Airtel,8486.41,Bills
Myntra,288.0,Shopping
Municipal Water Department,278.37,Bills
Employer Salary Credit,51158.94,Salary
Indian Oil,3191.42,Fuel
Netflix,149.0,Subscription
Third Wave Coffee,1118.87,Food
Credit Card Bill Payment,7707.07,Bills
Tata Power,2457.95,Bills
Tata Power,1914.55,Bills
Vegetable Market,535.7,Other
Zomato,116.0,Food
Reliance Fresh,350.63,Groceries
BPCL,3008.67,Fuel
Tata Power,1620.18,Bills
Jio,2897.56,Bills
McDonald's India,406.52,Food
BEST,2684.03,Bills
Tea Stall,141.69,Other
Credit Card Bill Payment,5402.58,Bills
Airtel,463.29,Bills
Faasos,446.89,Food
Naturals Salon,129.83,Miscellaneous
Street Vendor,99.29,Other
Burger King,116.0,Food
Zomato,845.15,Food
Starbucks India,931.94,Food
IRCTC,592.35,Miscellaneous
LIC,8349.36,Insurance
HDFC Ergo,8348.61,Insurance
Burger King,638.15,Food
Reliance Fresh,492.46,Groceries
McDonald's India,116.0,Food
Mobile Repair,344.63,Other
Amazon India,947.34,Shopping
Flipkart,2131.07,Shopping
The Beer Cafe,227.76,Food
EatClub,220.13,Food
Credit Card Bill Payment,305.24,Bills
Indian Oil,4246.81,Fuel
Nykaa,3682.91,Shopping
Local Services,810.01,Other
Jio,842.17,Bills
Municipal Water Department,430.1,Bills
BSNL,5268.34,Bills
Credit Card Bill Payment,613.57,Bills
Zomato,983.7,Food
Employer Salary Credit,49657.84,Salary
DMart,1265.11,Groceries
Credit Card Bill Payment,10162.95,Bills
Nykaa,288.0,Shopping
Credit Card Bill Payment,7669.15,Bills
Netflix,389.59,Subscription
Bajaj Allianz,8821.05,Insurance
Ola,4341.65,Miscellaneous
Third Wave Coffee,853.9,Food
Local Wine & Beer Shop,116.0,Food
Airtel,3710.16,Bills
Municipal Water Department,2813.39,Bills
Tata Power,3904.71,Bills
Jio,10671.02,Bills
BookMyShow,269.08,Entertainment
Tata Play,149.0,Subscription
Myntra,2711.98,Shopping
Airtel,2955.95,Bills
Nykaa,374.67,Shopping
Ace Hardware India,502.65,Miscellaneous
Credit Card Bill Payment,2501.87,Bills
Ola,60.0,Miscellaneous
Reliance Fresh,638.97,Groceries
Municipal Water Department,2992.01,Bills
BPCL,3564.98,Fuel
Credit Card Bill Payment,1441.76,Bills
Ace Hardware India,60.0,Miscellaneous
Ace Hardware India,60.0,Miscellaneous
Employer Salary Credit,35672.4,Salary
Reliance Fresh,398.64,Groceries
LIC,8277.49,Insurance
Indian Oil,3582.74,Fuel
Credit Card Bill Payment,1042.89,Bills
General Store,30.74,Other
Airtel,2742.33,Bills
Myntra,288.0,Shopping
Faasos,209.25,Food
Jio,1831.59,Bills
HP Gas,2041.04,Bills
BookMyShow,262.8,Entertainment
Indane Gas,563.36,Bills
Airtel,1750.41,Bills
Credit Card Bill Payment,3356.46,Bills
Credit Card Bill Payment,2563.37,Bills
Amazon Prime,498.32,Subscription
Burger King,1628.67,Food
Credit Card Bill Payment,2362.53,Bills
Cafe Coffee Day,136.81,Food
Zepto,2009.78,Groceries
Tata Power,690.03,Bills
McDonald's India,318.78,Food
Amazon India,288.0,Shopping
Credit Card Bill Payment,2890.58,Bills
BSNL,1268.51,Bills
Employer Salary Credit,52599.6,Salary
Amazon Prime,149.0,Subscription
Credit Card Bill Payment,6359.62,Bills
Credit Card Bill Payment,207.06,Bills
Swiggy,1216.43,Food
Faasos,116.0,Food
Mobile Repair,1437.8,Other
Indian Oil,2005.49,Fuel
Indane Gas,7419.9,Bills
House Rent Payment,7775.62,Rent
LIC,8547.9,Insurance
Credit Card Bill Payment,212.11,Bills
Credit Card Bill Payment,187.0,Bills
House Rent Payment,7798.14,Rent
Dish TV,149.0,Subscription
Zomato,116.0,Food
Tata Power,187.0,Bills
Burger King,983.91,Food
BPCL,3701.95,Fuel
Ace Hardware India,1481.26,Miscellaneous
Credit Card Bill Payment,3119.58,Bills
Tata Power,469.96,Bills
Local Services,542.99,Other
Myntra,288.0,Shopping
Third Wave Coffee,464.88,Food
BookMyShow,202.95,Entertainment
Indian Oil,3389.76,Fuel
Disney+ Hotstar,612.62,Subscription
Employer Salary Credit,37104.74,Salary
Bajaj Allianz,8258.18,Insurance
Municipal Water Department,617.49,Bills
BigBasket,384.44,Groceries
Municipal Water Department,4052.04,Bills
House Rent Payment,8078.93,Rent
House Rent Payment,8458.82,Rent
Domino's India,1103.95,Food
KFC India,173.53,Food
Chaayos,116.0,Food
Domino's India,269.91,Food
Nature's Basket,341.19,Groceries
Swiggy,119.24,Food
Municipal Water Department,2001.62,Bills
LIC,8427.55,Insurance
Laundry,1268.98,Other
BookMyShow,248.13,Entertainment
Jio Fiber,2854.83,Bills
Credit Card Bill Payment,5126.57,Bills
Third Wave Coffee,868.78,Food
Netflix,149.0,Subscription
Blinkit,517.68,Groceries
Myntra,1181.94,Shopping
BigBasket,461.49,Groceries
Faasos,1546.33,Food
Amazon India,3404.51,Shopping
BEST,1454.83,Bills
Tata Play,502.62,Subscription
Credit Card Bill Payment,1832.31,Bills
HDFC Ergo,8646.26,Insurance
Nykaa,861.29,Shopping
Myntra,288.0,Shopping
BSNL,3620.57,Bills
Jio,2426.05,Bills
Tata Play,310.81,Subscription
Blinkit,312.73,Groceries
Fruit Vendor,101.56,Other
Blinkit,601.22,Groceries
Indian Oil,2662.2,Fuel
Tata Power,989.69,Bills
Adani Electricity,187.0,Bills
Adani Electricity,4892.57,Bills
Bakery,330.08,Other
Flipkart,288.0,Shopping
Cafe Coffee Day,561.25,Food
Fruit Vendor,239.89,Other
Airtel,1195.92,Bills
Vegetable Market,239.93,Other
Indian Oil,2329.72,Fuel
Jio,1431.16,Bills
Airtel,1730.89,Bills
BPCL,2161.67,Fuel
Zepto,300.0,Groceries
Employer Salary Credit,54192.35,Salary
Zepto,563.89,Groceries
BPCL,2341.86,Fuel
HPCL,3653.03,Fuel
Local Wine & Beer Shop,725.29,Food
Uber,60.0,Miscellaneous
Swiggy,348.8,Food
Zepto,645.81,Groceries
DMart,1086.93,Groceries
Blinkit,1542.36,Groceries
Jio,1155.69,Bills
Credit Card Bill Payment,3829.87,Bills
Amazon Prime,177.41,Subscription
Credit Card Bill Payment,10638.34,Bills
Burger King,131.92,Food
Employer Salary Credit,42295.15,Salary
Tata Play,149.0,Subscription
DMart,850.19,Groceries
General Store,1722.34,Other
Vegetable Market,103.21,Other
BEST,7450.46,Bills
Naturals Salon,3582.41,Miscellaneous
BookMyShow,276.84,Entertainment
Cafe Coffee Day,116.0,Food
Flipkart,492.29,Shopping
Nature's Basket,300.0,Groceries
Unknown Merchant,1864.74,Other
Nature's Basket,730.24,Groceries
Zepto,409.0,Groceries
Street Vendor,43.15,Other
Amazon India,288.0,Shopping
Amazon India,288.0,Shopping
Indian Oil,2876.18,Fuel
Ajio,11499.28,Shopping
Local Services,1154.96,Other
BSNL,967.53,Bills
BEST,9833.53,Bills
DMart,1182.65,Groceries
Bakery,124.14,Other
Credit Card Bill Payment,1183.07,Bills
Third Wave Coffee,223.32,Food
Jio,1805.42,Bills
McDonald's India,681.11,Food
Indane Gas,2053.87,Bills
Toit Brewpub,298.02,Food
Adani Electricity,1900.8,Bills
BigBasket,1322.48,Groceries
House Rent Payment,7665.2,Rent
Municipal Water Department,2174.94,Bills
Indane Gas,187.0,Bills
Indane Gas,5899.79,Bills
Meesho,288.0,Shopping
Kirana Shop,2444.8,Other
McDonald's India,717.23,Food
Credit Card Bill Payment,423.65,Bills
Blinkit,731.59,Groceries
Zomato,116.0,Food
Third Wave Coffee,150.09,Food
Jio,1066.93,Bills
Employer Salary Credit,55679.65,Salary
Starbucks India,213.12,Food
Flower Shop,61.47,Other
BookMyShow,206.27,Entertainment
Jio Fiber,1193.52,Bills
Bajaj Allianz,8838.68,Insurance
Jio Fiber,827.34,Bills
Indian Oil,3750.96,Fuel
Swiggy,116.0,Food
Local Wine & Beer Shop,531.83,Food
KFC India,628.11,Food
Credit Card Bill Payment,5278.61,Bills
Kirana Shop,1226.06,Other
Reliance Fresh,584.61,Groceries
Credit Card Bill Payment,1079.61,Bills
McDonald's India,768.66,Food
DMart,749.02,Groceries
Swiggy,378.2,Food
Disney+ Hotstar,705.04,Subscription
Ace Hardware India,1906.78,Miscellaneous
Zomato,935.57,Food
Third Wave Coffee,116.0,Food
Blinkit,874.45,Groceries
Airtel,2144.1,Bills
Airtel,683.87,Bills
Municipal Water Department,3410.59,Bills
Zepto,879.26,Groceries
Burger King,700.41,Food
Zomato,470.88,Food
Jio Fiber,2094.44,Bills
Credit Card Bill Payment,3283.63,Bills
Blinkit,300.0,Groceries
Third Wave Coffee,416.09,Food
KFC India,984.25,Food
Bajaj Allianz,7990.0,Insurance
Municipal Water Department,1728.35,Bills
House Rent Payment,40188.34,Rent
Zepto,714.11,Groceries
Nykaa,2173.54,Shopping
Fruit Vendor,64.29,Other
Airtel,1679.89,Bills
Mobile Repair,45.64,Other
General Store,416.93,Other
Jio,2662.23,Bills
Indian Oil,4681.64,Fuel
Bakery,57.52,Other
Employer Salary Credit,51961.53,Salary
Indian Oil,3208.1,Fuel
Dish TV,178.16,Subscription
Reliance Fresh,300.0,Groceries
HP Gas,2496.57,Bills
Credit Card Bill Payment,2378.38,Bills
Nature's Basket,467.82,Groceries
Reliance Fresh,410.23,Groceries
Unknown Merchant,2387.89,Other
HPCL,2988.95,Fuel
DMart,1437.46,Groceries
DMart,307.58,Groceries
Apollo Pharmacy,6102.61,Miscellaneous
Zomato,262.03,Food
Myntra,2462.54,Shopping
BigBasket,600.91,Groceries
Jio Fiber,1421.33,Bills
BSNL,4776.79,Bills
EatClub,930.99,Food
Airtel,819.6,Bills
BookMyShow,183.32,Entertainment
Flower Shop,102.23,Other
Bakery,220.97,Other
Municipal Water Department,4143.82,Bills
Local Wine & Beer Shop,123.75,Food
Municipal Water Department,187.0,Bills
Tata Power,1789.8,Bills
Municipal Water Department,251.19,Bills
Meesho,1015.07,Shopping
Municipal Water Department,1409.62,Bills
BigBasket,300.0,Groceries
Employer Salary Credit,46862.71,Salary
PharmEasy,60.0,Miscellaneous
Credit Card Bill Payment,1171.71,Bills
Employer Salary Credit,41048.69,Salary
Disney+ Hotstar,592.51,Subscription
LIC,8330.25,Insurance
HPCL,2698.27,Fuel
DMart,1168.27,Groceries
Meesho,288.0,Shopping
Flower Shop,287.16,Other
Indian Oil,3094.71,Fuel
BookMyShow,180.12,Entertainment
Municipal Water Department,2825.33,Bills
Toit Brewpub,1110.03,Food
Bakery,375.93,Other
Credit Card Bill Payment,1615.3,Bills
Swiggy,2781.67,Food
McDonald's India,559.41,Food
Indian Oil,4154.02,Fuel
Reliance Fresh,786.16,Groceries
Swiggy,116.0,Food
HPCL,4135.57,Fuel
Blinkit,300.0,Groceries
Jio Fiber,3973.05,Bills
Credit Card Bill Payment,1942.47,Bills
Nature's Basket,1616.32,Groceries
Spotify,281.68,Subscription
Credit Card Bill Payment,941.33,Bills
Uber,1329.1,Miscellaneous
KFC India,116.0,Food
Credit Card Bill Payment,1270.28,Bills
Credit Card Bill Payment,187.0,Bills
Employer Salary Credit,59365.71,Salary
Employer Salary Credit,35534.17,Salary
HDFC Ergo,8139.61,Insurance
Bharat Gas,3535.28,Bills
IRCTC,99.15,Miscellaneous
DMart,960.5,Groceries
House Rent Payment,44273.13,Rent
Credit Card Bill Payment,4226.3,Bills
Credit Card Bill Payment,3993.82,Bills
Laundry,1381.0,Other
Reliance Fresh,660.09,Groceries
Tata Power,794.88,Bills
Credit Card Bill Payment,4819.09,Bills
Credit Card Bill Payment,2782.8,Bills
Swiggy,116.0,Food
BSNL,1447.24,Bills
Zepto,914.42,Groceries
Apollo Pharmacy,695.28,Miscellaneous
McDonald's India,116.0,Food
Unknown Merchant,806.54,Other
DMart,548.91,Groceries
Unknown Merchant,2153.41,Other
Credit Card Bill Payment,2191.16,Bills
Misc Vendor,500.94,Other
Indian Oil,2386.93,Fuel
HDFC Ergo,8480.02,Insurance
Employer Salary Credit,43056.95,Salary
Credit Card Bill Payment,3455.68,Bills
Domino's India,116.0,Food
Cafe Coffee Day,302.22,Food
BigBasket,735.36,Groceries
BigBasket,692.95,Groceries
Spotify,149.0,Subscription
Credit Card Bill Payment,3981.79,Bills
Burger King,116.0,Food
Reliance Fresh,676.56,Groceries
Blinkit,457.96,Groceries
McDonald's India,1251.11,Food
Street Vendor,32.02,Other
BigBasket,330.15,Groceries
Zepto,1058.89,Groceries
Local Services,1906.78,Other
Dish TV,149.0,Subscription
Amazon Prime,765.11,Subscription
Flipkart,1164.91,Shopping
Third Wave Coffee,821.31,Food
Spotify,768.56,Subscription
Swiggy,262.21,Food
Jio,633.28,Bills
Indian Oil,4773.25,Fuel
Zomato,116.0,Food
Myntra,4505.92,Shopping
Nature's Basket,379.37,Groceries
Flower Shop,172.36,Other
Vegetable Market,229.58,Other
Mobile Repair,441.33,Other
Domino's India,121.35,Food
Nature's Basket,566.59,Groceries
Adani Electricity,3680.32,Bills
Bakery,80.02,Other
Municipal Water Department,4326.89,Bills
Third Wave Coffee,265.62,Food
Ace Hardware India,3263.04,Miscellaneous
Myntra,488.24,Shopping
Bharat Gas,2113.78,Bills
Tata Power,2537.25,Bills
Credit Card Bill Payment,2405.65,Bills
BSNL,4178.27,Bills
Bharat Gas,1703.89,Bills
Jio Fiber,2012.72,Bills
Credit Card Bill Payment,9262.51,Bills
Tata Power,2022.25,Bills
Bajaj Allianz,8358.89,Insurance
Nature's Basket,427.94,Groceries
Nature's Basket,371.56,Groceries
Swiggy,405.95,Food
Barbeque Nation,238.86,Food
Blinkit,1271.12,Groceries
Mobile Repair,2485.92,Other
HPCL,3811.46,Fuel
House Rent Payment,37950.45,Rent
House Rent Payment,42005.78,Rent
Starbucks India,823.13,Food
Swiggy,747.98,Food
HPCL,2259.97,Fuel
Adani Electricity,11840.36,Bills
Bharat Gas,2098.14,Bills
Airtel,1196.77,Bills
Amazon India,288.0,Shopping
Flipkart,705.36,Shopping
BookMyShow,216.75,Entertainment
Indian Oil,3458.62,Fuel
Credit Card Bill Payment,1268.88,Bills
Zepto,1087.22,Groceries
House Rent Payment,7867.17,Rent
Local Store,388.33,Other
Credit Card Bill Payment,187.0,Bills
Chaayos,646.93,Food
Reliance Fresh,758.42,Groceries
Faasos,514.99,Food
Zomato,918.86,Food
Burger King,369.42,Food
DMart,300.0,Groceries
Swiggy,1038.88,Food
LIC,8492.32,Insurance
BPCL,2798.2,Fuel
McDonald's India,119.09,Food
BigBasket,300.0,Groceries
Kirana Shop,1758.04,Other
BookMyShow,608.28,Entertainment
BEST,6283.15,Bills
Credit Card Bill Payment,11001.92,Bills
Mobile Repair,930.82,Other
Credit Card Bill Payment,1198.03,Bills
Zepto,1243.4,Groceries
BigBasket,812.21,Groceries
Blinkit,1262.95,Groceries
Jio Fiber,1371.46,Bills
PharmEasy,97.92,Miscellaneous
Domino's India,749.27,Food
Swiggy,178.32,Food
Bharat Gas,4641.25,Bills
Jio Fiber,1157.52,Bills
Myntra,288.0,Shopping
DMart,670.33,Groceries
DMart,636.77,Groceries
Jio Fiber,2362.36,Bills
Nature's Basket,1415.95,Groceries
Jio,1744.3,Bills
BigBasket,520.08,Groceries
Adani Electricity,2091.87,Bills
Zomato,308.61,Food
Tailor,1993.51,Other
Credit Card Bill Payment,3827.17,Bills
Rapido,3288.47,Miscellaneous
Cafe Coffee Day,806.18,Food
BPCL,3083.55,Fuel
Myntra,288.0,Shopping
Adani Electricity,1917.24,Bills
Zepto,804.04,Groceries
Faasos,116.0,Food
Zepto,562.29,Groceries
Amazon India,288.0,Shopping
Zomato,184.06,Food
Credit Card Bill Payment,8771.99,Bills
HP Gas,3453.36,Bills
Fruit Vendor,257.07,Other
Airtel,2931.56,Bills
Cafe Coffee Day,228.27,Food
Toit Brewpub,1366.25,Food
Airtel,894.77,Bills
Tata 1mg,227.7,Miscellaneous
Employer Salary Credit,44524.99,Salary
Apollo Pharmacy,870.5,Miscellaneous
Vegetable Market,216.8,Other
Credit Card Bill Payment,1417.91,Bills
Zepto,754.06,Groceries
Employer Salary Credit,42608.88,Salary
Zomato,374.04,Food
Credit Card Bill Payment,4758.52,Bills
Local Services,1792.17,Other
Credit Card Bill Payment,4572.7,Bills
Zepto,724.16,Groceries
DMart,520.69,Groceries
Third Wave Coffee,116.0,Food
Jio,2558.76,Bills
Reliance Fresh,2869.54,Groceries
Naturals Salon,4808.72,Miscellaneous
House Rent Payment,20861.36,Rent
Income Tax Payment,39289.29,Bills
House Rent Payment,27481.17,Rent
Bajaj Allianz,14085.55,Insurance
Myntra,4337.21,Shopping
KFC,1821.89,Food
House Rent Payment,10110.06,Rent
Income Tax Payment,13211.55,Bills
ICICI Prudential MF,41358.08,Investment
Myntra,5037.16,Shopping
BookMyShow,628.96,Entertainment
Tailor,2088.68,Other
Jio Fiber,7236.33,Bills
Faasos,188.96,Food
Barbeque Nation,539.78,Food
Credit Card Bill Payment,9711.58,Bills
Reliance Fresh,1079.14,Groceries
Street Vendor,1348.43,Other
Zomato,2451.99,Food
Third Wave Coffee,2587.05,Food
BPCL,2574.75,Fuel
Reliance Fresh,3149.39,Groceries
Street Vendor,783.33,Other
Local Store,453.6,Other
Reliance Fresh,2597.58,Groceries
Reliance Fresh,617.78,Groceries
Third Wave Coffee,1560.56,Food
BigBasket,1106.89,Groceries
BPCL,4393.55,Fuel
Municipal Water Department,8197.48,Bills
Amazon India,10485.16,Shopping
Starbucks India,2573.36,Food
Amazon Prime,512.88,Subscription
BEST,6126.27,Bills
Zomato,1182.37,Food
Third Wave Coffee,1267.79,Food
LIC,40473.78,Insurance
Home Depot India,2146.94,Miscellaneous
Reliance Fresh,968.04,Groceries
Third Wave Coffee,1964.81,Food
Cafe Coffee Day,278.63,Food
BigBasket,353.12,Groceries
Local Wine & Beer Shop,1536.37,Food
BigBasket,3271.64,Groceries
HP Gas,5988.71,Bills
IRCTC,1927.81,Miscellaneous
HDFC Ergo,40338.28,Insurance
Local Hardware Store,6208.42,Miscellaneous
Income Tax Payment,5973.58,Bills
Credit Card Bill Payment,14781.61,Bills
Indian Oil,1337.62,Fuel
Blinkit,680.92,Groceries
DMart,4893.35,Groceries
Amazon India,8142.1,Shopping
BigBasket,4550.49,Groceries
BPCL,1576.68,Fuel
Rapido,2850.59,Miscellaneous
Blinkit,2224.24,Groceries
PharmEasy,639.69,Miscellaneous
Laundry,1312.81,Other
Indian Oil,592.36,Fuel
Indian Oil,2286.82,Fuel
Domino's India,2848.35,Food
Ace Hardware India,1287.28,Miscellaneous
Jio Fiber,15758.74,Bills
Adani Electricity,8540.02,Bills
Tata Power,11784.38,Bills
DMart,1262.94,Groceries
Jio,13750.97,Bills
Apollo Pharmacy,666.2,Miscellaneous
Municipal Water Department,14826.14,Bills
Indane Gas,11736.95,Bills
HPCL,4966.24,Fuel
Municipal Water Department,7816.65,Bills
Jio,5568.2,Bills
Reliance Fresh,708.84,Groceries
Naturals Salon,6788.36,Miscellaneous
Domino's India,2758.73,Food
Netflix,747.25,Entertainment
Nature's Basket,2613.93,Groceries
BEST,564.13,Bills
Nature's Basket,2830.16,Groceries
EatClub,1328.33,Food
EMI Home Loan,14813.44,Bills
Municipal Water Department,2004.41,Bills
EMI Home Loan,7898.87,Bills
Bharat Gas,5258.57,Bills
Bharat Gas,2618.8,Bills
Tata Power,6950.31,Bills
Amazon India,3936.5,Shopping
EMI Personal Loan,17292.23,Bills
Flipkart,5438.76,Shopping
Zomato,564.94,Food
House Rent Payment,20226.82,Rent
Jio,7816.14,Bills
Employer Salary Credit,160155.48,Salary
Nature's Basket,4325.5,Groceries
Dish TV,220.9,Subscription
ICICI Prudential MF,6045.93,Investment
EMI Personal Loan,12012.76,Bills
DMart,1925.65,Groceries
Flipkart,9632.4,Shopping
Starbucks India,2398.52,Food
KFC,1470.14,Food
Reliance Fresh,3963.73,Groceries
Zepto,3483.96,Groceries
Ola,3413.44,Miscellaneous
Home Depot India,903.44,Miscellaneous
EMI Home Loan,16275.87,Bills
Third Wave Coffee,949.59,Food
Zepto,1973.65,Groceries
Fruit Vendor,995.12,Other
Tata 1mg,2698.66,Miscellaneous
Swiggy,2783.31,Food
BPCL,3601.68,Fuel
Misc Vendor,1836.35,Other
Chaayos,2772.71,Food
BSNL,7733.28,Bills
Amazon Prime,789.18,Subscription
BEST,10753.43,Bills
Barbeque Nation,198.35,Food
Disney+ Hotstar,595.04,Subscription
BPCL,2921.58,Fuel
PharmEasy,2488.51,Miscellaneous
Indian Oil,1523.35,Fuel
Municipal Water Department,10746.88,Bills
ICICI Lombard,41957.25,Insurance
BigBasket,1217.64,Groceries
Tata Play,318.63,Subscription
DMart,4267.6,Groceries
Adani Electricity,9071.01,Bills
McDonald's India,2115.21,Food
Blinkit,536.14,Groceries
Flipkart,13223.34,Shopping
Jio Fiber,10434.48,Bills
Blinkit,2803.17,Groceries
Bajaj Allianz,44421.72,Insurance
Zomato,1050.58,Food
BPCL,3836.16,Fuel
Third Wave Coffee,2731.18,Food
Income Tax Payment,27240.34,Bills
Zepto,1436.9,Groceries
Jio Fiber,11674.12,Bills
Bharat Gas,294.22,Bills
Amazon Prime,1669.04,Entertainment
Netflix,1664.49,Entertainment
HP Gas,1268.27,Bills
